repository_name,Training Set,Test Set,Model,Loop Size,accuracy_mean,accuracy_std,AUC_mean,AUC_std,F-measure_mean,F-measure_std,MCC_mean,MCC_std
PROMISE,lucene-2.4,xalan-2.7,TCA_N2,1,0.486,0,0.74,0,0.649,0,0.105,0
PROMISE,lucene-2.4,xalan-2.7,TCA_N3,1,0.307,0,0.515,0,0.462,0,0.007,0
PROMISE,lucene-2.4,xalan-2.7,TCA_N4,1,0.451,0,0.722,0,0.615,0,0.098,0
PROMISE,lucene-2.4,xalan-2.7,TCA+_N2,1,0.486,0,0.74,0,0.649,0,0.105,0
PROMISE,xalan-2.7,lucene-2.4,LR,1,0.638,0,0.561,0,0.76,0,0.21,0
PROMISE,xalan-2.7,lucene-2.4,TCA_NoN,1,0.582,0,0.539,0,0.686,0,0.086,0
PROMISE,xalan-2.7,lucene-2.4,TCA_N1,1,0.629,0,0.59,0,0.719,0,0.197,0
PROMISE,xalan-2.7,lucene-2.4,TCA_N2,1,0.679,0,0.622,0,0.773,0,0.311,0
PROMISE,xalan-2.7,lucene-2.4,TCA_N3,1,0.406,0,0.437,0,0.357,0,-0.131,0
PROMISE,xalan-2.7,lucene-2.4,TCA_N4,1,0.694,0,0.657,0,0.768,0,0.344,0
PROMISE,xalan-2.7,lucene-2.4,TCA+_N2,1,0.679,0,0.622,0,0.773,0,0.311,0
PROMISE,lucene-2.4,xerces-1.4.4,LR,1,0.573,0,0.659,0,0.627,0,0.283,0
PROMISE,lucene-2.4,xerces-1.4.4,TCA_NoN,1,0.628,0,0.567,0,0.734,0,0.124,0
PROMISE,lucene-2.4,xerces-1.4.4,TCA_N1,1,0.551,0,0.587,0,0.629,0,0.153,0
PROMISE,lucene-2.4,xerces-1.4.4,TCA_N2,1,0.573,0,0.611,0,0.65,0,0.194,0
PROMISE,lucene-2.4,xerces-1.4.4,TCA_N3,1,0.262,0,0.25,0,0.356,0,-0.446,0
PROMISE,lucene-2.4,xerces-1.4.4,TCA_N4,1,0.629,0,0.673,0,0.701,0,0.302,0
PROMISE,lucene-2.4,xerces-1.4.4,TCA+_N2,1,0.573,0,0.611,0,0.65,0,0.194,0
PROMISE,xerces-1.4.4,lucene-2.4,LR,1,0.632,0,0.557,0,0.754,0,0.186,0
PROMISE,xerces-1.4.4,lucene-2.4,TCA_NoN,1,0.5,0,0.511,0,0.52,0,0.022,0
PROMISE,xerces-1.4.4,lucene-2.4,TCA_N1,1,0.568,0,0.557,0,0.628,0,0.113,0
PROMISE,xerces-1.4.4,lucene-2.4,TCA_N2,1,0.612,0,0.578,0,0.699,0,0.165,0
PROMISE,xerces-1.4.4,lucene-2.4,TCA_N3,1,0.394,0,0.442,0,0.28,0,-0.133,0
PROMISE,xerces-1.4.4,lucene-2.4,TCA_N4,1,0.629,0,0.604,0,0.703,0,0.214,0
PROMISE,xerces-1.4.4,lucene-2.4,TCA+_N2,1,0.612,0,0.578,0,0.699,0,0.165,0
PROMISE,poi-3.0,synapse-1.2,LR,1,0.633,0,0.657,0,0.573,0,0.298,0
PROMISE,poi-3.0,synapse-1.2,TCA_NoN,1,0.488,0,0.6,0,0.553,0,0.241,0
PROMISE,poi-3.0,synapse-1.2,TCA_N1,1,0.555,0,0.616,0,0.548,0,0.229,0
PROMISE,poi-3.0,synapse-1.2,TCA_N2,1,0.664,0,0.69,0,0.606,0,0.358,0
PROMISE,poi-3.0,synapse-1.2,TCA_N3,1,0.355,0,0.403,0,0.363,0,-0.196,0
PROMISE,poi-3.0,synapse-1.2,TCA_N4,1,0.676,0,0.687,0,0.599,0,0.354,0
PROMISE,poi-3.0,synapse-1.2,TCA+_N2,1,0.664,0,0.69,0,0.606,0,0.358,0
PROMISE,synapse-1.2,poi-3.0,LR,1,0.778,0,0.779,0,0.816,0,0.543,0
PROMISE,synapse-1.2,poi-3.0,TCA_NoN,1,0.697,0,0.642,0,0.78,0,0.312,0
PROMISE,synapse-1.2,poi-3.0,TCA_N1,1,0.724,0,0.71,0,0.778,0,0.414,0
PROMISE,synapse-1.2,poi-3.0,TCA_N2,1,0.643,0,0.691,0,0.646,0,0.38,0
PROMISE,synapse-1.2,poi-3.0,TCA_N3,1,0.301,0,0.364,0,0.193,0,-0.311,0
PROMISE,synapse-1.2,poi-3.0,TCA_N4,1,0.654,0,0.699,0,0.662,0,0.392,0
PROMISE,synapse-1.2,poi-3.0,TCA+_N1,1,0.724,0,0.71,0,0.778,0,0.414,0
PROMISE,poi-3.0,velocity-1.6.1,LR,1,0.694,0,0.647,0,0.527,0,0.303,0
PROMISE,poi-3.0,velocity-1.6.1,TCA_NoN,1,0.572,0,0.595,0,0.515,0,0.181,0
PROMISE,poi-3.0,velocity-1.6.1,TCA_N1,1,0.616,0,0.634,0,0.551,0,0.255,0
PROMISE,poi-3.0,velocity-1.6.1,TCA_N2,1,0.59,0,0.599,0,0.51,0,0.187,0
PROMISE,poi-3.0,velocity-1.6.1,TCA_N3,1,0.389,0,0.403,0,0.333,0,-0.186,0
PROMISE,poi-3.0,velocity-1.6.1,TCA_N4,1,0.638,0,0.626,0,0.526,0,0.242,0
PROMISE,poi-3.0,velocity-1.6.1,TCA+_N3,1,0.389,0,0.403,0,0.333,0,-0.186,0
PROMISE,velocity-1.6.1,poi-3.0,LR,1,0.464,0,0.539,0,0.384,0,0.087,0
PROMISE,velocity-1.6.1,poi-3.0,TCA_NoN,1,0.371,0,0.444,0,0.261,0,-0.13,0
PROMISE,velocity-1.6.1,poi-3.0,TCA_N1,1,0.572,0,0.608,0,0.586,0,0.212,0
PROMISE,velocity-1.6.1,poi-3.0,TCA_N2,1,0.536,0,0.566,0,0.555,0,0.13,0
PROMISE,velocity-1.6.1,poi-3.0,TCA_N3,1,0.271,0,0.342,0,0.125,0,-0.382,0
PROMISE,velocity-1.6.1,poi-3.0,TCA_N4,1,0.514,0,0.535,0,0.544,0,0.068,0
PROMISE,velocity-1.6.1,poi-3.0,TCA+_N2,1,0.536,0,0.566,0,0.555,0,0.13,0
PROMISE,poi-3.0,xalan-2.7,LR,1,0.551,0,0.728,0,0.706,0,0.1,0
PROMISE,poi-3.0,xalan-2.7,TCA_NoN,1,0.774,0,0.527,0,0.872,0,0.014,0
PROMISE,poi-3.0,xalan-2.7,TCA_N1,1,0.543,0,0.769,0,0.699,0,0.118,0
PROMISE,poi-3.0,xalan-2.7,TCA_N2,1,0.481,0,0.692,0,0.644,0,0.084,0
PROMISE,poi-3.0,xalan-2.7,TCA_N3,1,0.573,0,0.425,0,0.728,0,-0.033,0
PROMISE,poi-3.0,xalan-2.7,TCA_N4,1,0.493,0,0.743,0,0.655,0,0.106,0
PROMISE,poi-3.0,xalan-2.7,TCA+_N2,1,0.481,0,0.692,0,0.644,0,0.084,0
PROMISE,xalan-2.7,poi-3.0,LR,1,0.652,0,0.526,0,0.783,0,0.146,0
PROMISE,xalan-2.7,poi-3.0,TCA_NoN,1,0.742,0,0.675,0,0.82,0,0.417,0
PROMISE,xalan-2.7,poi-3.0,TCA_N1,1,0.697,0,0.642,0,0.78,0,0.312,0
PROMISE,xalan-2.7,poi-3.0,TCA_N2,1,0.597,0,0.555,0,0.692,0,0.112,0
PROMISE,xalan-2.7,poi-3.0,TCA_N3,1,0.269,0,0.301,0,0.244,0,-0.408,0
PROMISE,xalan-2.7,poi-3.0,TCA_N4,1,0.74,0,0.685,0,0.812,0,0.412,0
PROMISE,xalan-2.7,poi-3.0,TCA+_N2,1,0.597,0,0.555,0,0.692,0,0.112,0
PROMISE,poi-3.0,xerces-1.4.4,LR,1,0.553,0,0.688,0,0.576,0,0.355,0
PROMISE,poi-3.0,xerces-1.4.4,TCA_NoN,1,0.514,0,0.508,0,0.614,0,0.014,0
PROMISE,poi-3.0,xerces-1.4.4,TCA_N1,1,0.491,0,0.526,0,0.571,0,0.045,0
PROMISE,poi-3.0,xerces-1.4.4,TCA_N2,1,0.417,0,0.447,0,0.495,0,-0.094,0
PROMISE,poi-3.0,xerces-1.4.4,TCA_N3,1,0.457,0,0.375,0,0.599,0,-0.224,0
PROMISE,poi-3.0,xerces-1.4.4,TCA_N4,1,0.527,0,0.582,0,0.596,0,0.145,0
PROMISE,poi-3.0,xerces-1.4.4,TCA+_N2,1,0.417,0,0.447,0,0.495,0,-0.094,0
PROMISE,xerces-1.4.4,poi-3.0,LR,1,0.679,0,0.584,0,0.787,0,0.242,0
PROMISE,xerces-1.4.4,poi-3.0,TCA_NoN,1,0.575,0,0.468,0,0.72,0,-0.097,0
PROMISE,xerces-1.4.4,poi-3.0,TCA_N1,1,0.633,0,0.602,0,0.714,0,0.204,0
PROMISE,xerces-1.4.4,poi-3.0,TCA_N2,1,0.498,0,0.448,0,0.615,0,-0.105,0
PROMISE,xerces-1.4.4,poi-3.0,TCA_N3,1,0.308,0,0.389,0,0.14,0,-0.284,0
PROMISE,xerces-1.4.4,poi-3.0,TCA_N4,1,0.699,0,0.641,0,0.783,0,0.315,0
PROMISE,xerces-1.4.4,poi-3.0,TCA+_N2,1,0.498,0,0.448,0,0.615,0,-0.105,0
PROMISE,synapse-1.2,velocity-1.6.1,LR,1,0.616,0,0.547,0,0.371,0,0.101,0
PROMISE,synapse-1.2,velocity-1.6.1,TCA_NoN,1,0.607,0,0.643,0,0.567,0,0.274,0
PROMISE,synapse-1.2,velocity-1.6.1,TCA_N1,1,0.572,0,0.57,0,0.473,0,0.133,0
PROMISE,synapse-1.2,velocity-1.6.1,TCA_N2,1,0.638,0,0.632,0,0.536,0,0.252,0
PROMISE,synapse-1.2,velocity-1.6.1,TCA_N3,1,0.45,0,0.366,0,0.113,0,-0.283,0
PROMISE,synapse-1.2,velocity-1.6.1,TCA_N4,1,0.629,0,0.622,0,0.525,0,0.234,0
PROMISE,synapse-1.2,velocity-1.6.1,TCA+_N3,1,0.45,0,0.366,0,0.113,0,-0.283,0
PROMISE,velocity-1.6.1,synapse-1.2,LR,1,0.531,0,0.581,0,0.512,0,0.158,0
PROMISE,velocity-1.6.1,synapse-1.2,TCA_NoN,1,0.625,0,0.629,0,0.534,0,0.243,0
PROMISE,velocity-1.6.1,synapse-1.2,TCA_N1,1,0.695,0,0.679,0,0.581,0,0.346,0
PROMISE,velocity-1.6.1,synapse-1.2,TCA_N2,1,0.656,0,0.649,0,0.551,0,0.285,0
PROMISE,velocity-1.6.1,synapse-1.2,TCA_N3,1,0.48,0,0.388,0,0.119,0,-0.244,0
PROMISE,velocity-1.6.1,synapse-1.2,TCA_N4,1,0.664,0,0.649,0,0.547,0,0.287,0
PROMISE,velocity-1.6.1,synapse-1.2,TCA+_N3,1,0.48,0,0.388,0,0.119,0,-0.244,0
PROMISE,synapse-1.2,xalan-2.7,LR,1,0.547,0,0.726,0,0.703,0,0.099,0
PROMISE,synapse-1.2,xalan-2.7,TCA_NoN,1,0.703,0,0.49,0,0.825,0,-0.005,0
PROMISE,synapse-1.2,xalan-2.7,TCA_N1,1,0.475,0,0.69,0,0.639,0,0.083,0
PROMISE,synapse-1.2,xalan-2.7,TCA_N2,1,0.44,0,0.717,0,0.605,0,0.096,0
PROMISE,synapse-1.2,xalan-2.7,TCA_N3,1,0.27,0,0.496,0,0.417,0,-0.002,0
PROMISE,synapse-1.2,xalan-2.7,TCA_N4,1,0.407,0,0.7,0,0.571,0,0.089,0
PROMISE,synapse-1.2,xalan-2.7,TCA+_N1,1,0.475,0,0.69,0,0.639,0,0.083,0
PROMISE,xalan-2.7,synapse-1.2,LR,1,0.336,0,0.5,0,0.503,0,0,0
PROMISE,xalan-2.7,synapse-1.2,TCA_NoN,1,0.566,0,0.61,0,0.536,0,0.213,0
PROMISE,xalan-2.7,synapse-1.2,TCA_N1,1,0.461,0,0.577,0,0.537,0,0.192,0
PROMISE,xalan-2.7,synapse-1.2,TCA_N2,1,0.477,0,0.589,0,0.544,0,0.215,0
PROMISE,xalan-2.7,synapse-1.2,TCA_N3,1,0.426,0,0.346,0,0.109,0,-0.314,0
PROMISE,xalan-2.7,synapse-1.2,TCA_N4,1,0.559,0,0.648,0,0.583,0,0.311,0
PROMISE,xalan-2.7,synapse-1.2,TCA+_N1,1,0.461,0,0.577,0,0.537,0,0.192,0
PROMISE,synapse-1.2,xerces-1.4.4,LR,1,0.541,0,0.68,0,0.56,0,0.343,0
PROMISE,synapse-1.2,xerces-1.4.4,TCA_NoN,1,0.655,0,0.59,0,0.757,0,0.168,0
PROMISE,synapse-1.2,xerces-1.4.4,TCA_N1,1,0.68,0,0.75,0,0.738,0,0.438,0
PROMISE,synapse-1.2,xerces-1.4.4,TCA_N2,1,0.532,0,0.588,0,0.601,0,0.155,0
PROMISE,synapse-1.2,xerces-1.4.4,TCA_N3,1,0.663,0,0.676,0,0.742,0,0.31,0
PROMISE,synapse-1.2,xerces-1.4.4,TCA_N4,1,0.619,0,0.683,0,0.683,0,0.321,0
PROMISE,synapse-1.2,xerces-1.4.4,TCA+_N1,1,0.68,0,0.75,0,0.738,0,0.438,0
PROMISE,xerces-1.4.4,synapse-1.2,LR,1,0.414,0,0.556,0,0.531,0,0.189,0
PROMISE,xerces-1.4.4,synapse-1.2,TCA_NoN,1,0.48,0,0.58,0,0.533,0,0.182,0
PROMISE,xerces-1.4.4,synapse-1.2,TCA_N1,1,0.551,0,0.567,0,0.48,0,0.127,0
PROMISE,xerces-1.4.4,synapse-1.2,TCA_N2,1,0.559,0,0.602,0,0.527,0,0.196,0
PROMISE,xerces-1.4.4,synapse-1.2,TCA_N3,1,0.523,0,0.411,0,0.09,0,-0.215,0
PROMISE,xerces-1.4.4,synapse-1.2,TCA_N4,1,0.594,0,0.645,0,0.57,0,0.281,0
PROMISE,xerces-1.4.4,synapse-1.2,TCA+_N2,1,0.559,0,0.602,0,0.527,0,0.196,0
PROMISE,velocity-1.6.1,xalan-2.7,LR,1,0.387,0,0.69,0,0.55,0,0.086,0
PROMISE,velocity-1.6.1,xalan-2.7,TCA_NoN,1,0.292,0,0.641,0,0.441,0,0.069,0
PROMISE,velocity-1.6.1,xalan-2.7,TCA_N1,1,0.488,0,0.651,0,0.652,0,0.066,0
PROMISE,velocity-1.6.1,xalan-2.7,TCA_N2,1,0.461,0,0.682,0,0.625,0,0.08,0
PROMISE,velocity-1.6.1,xalan-2.7,TCA_N3,1,0.226,0,0.428,0,0.36,0,-0.038,0
PROMISE,velocity-1.6.1,xalan-2.7,TCA_N4,1,0.457,0,0.68,0,0.621,0,0.079,0
PROMISE,velocity-1.6.1,xalan-2.7,TCA+_N2,1,0.461,0,0.682,0,0.625,0,0.08,0
PROMISE,xalan-2.7,velocity-1.6.1,LR,1,0.358,0,0.513,0,0.515,0,0.096,0
PROMISE,xalan-2.7,velocity-1.6.1,TCA_NoN,1,0.598,0,0.661,0,0.593,0,0.32,0
PROMISE,xalan-2.7,velocity-1.6.1,TCA_N1,1,0.52,0,0.589,0,0.534,0,0.183,0
PROMISE,xalan-2.7,velocity-1.6.1,TCA_N2,1,0.493,0,0.563,0,0.513,0,0.131,0
PROMISE,xalan-2.7,velocity-1.6.1,TCA_N3,1,0.441,0,0.412,0,0.281,0,-0.168,0
PROMISE,xalan-2.7,velocity-1.6.1,TCA_N4,1,0.511,0,0.595,0,0.545,0,0.204,0
PROMISE,xalan-2.7,velocity-1.6.1,TCA+_N2,1,0.493,0,0.563,0,0.513,0,0.131,0
PROMISE,velocity-1.6.1,xerces-1.4.4,LR,1,0.398,0,0.567,0,0.352,0,0.15,0
PROMISE,velocity-1.6.1,xerces-1.4.4,TCA_NoN,1,0.679,0,0.623,0,0.773,0,0.23,0
PROMISE,velocity-1.6.1,xerces-1.4.4,TCA_N1,1,0.427,0,0.48,0,0.49,0,-0.036,0
PROMISE,velocity-1.6.1,xerces-1.4.4,TCA_N2,1,0.48,0,0.524,0,0.553,0,0.043,0
PROMISE,velocity-1.6.1,xerces-1.4.4,TCA_N3,1,0.406,0,0.579,0,0.36,0,0.178,0
PROMISE,velocity-1.6.1,xerces-1.4.4,TCA_N4,1,0.461,0,0.509,0,0.53,0,0.017,0
PROMISE,velocity-1.6.1,xerces-1.4.4,TCA+_N2,1,0.48,0,0.524,0,0.553,0,0.043,0
PROMISE,xerces-1.4.4,velocity-1.6.1,LR,1,0.432,0,0.554,0,0.529,0,0.15,0
PROMISE,xerces-1.4.4,velocity-1.6.1,TCA_NoN,1,0.541,0,0.631,0,0.575,0,0.282,0
PROMISE,xerces-1.4.4,velocity-1.6.1,TCA_N1,1,0.498,0,0.517,0,0.439,0,0.032,0
PROMISE,xerces-1.4.4,velocity-1.6.1,TCA_N2,1,0.528,0,0.574,0,0.509,0,0.145,0
PROMISE,xerces-1.4.4,velocity-1.6.1,TCA_N3,1,0.476,0,0.398,0,0.167,0,-0.213,0
PROMISE,xerces-1.4.4,velocity-1.6.1,TCA_N4,1,0.55,0,0.578,0,0.502,0,0.15,0
PROMISE,xerces-1.4.4,velocity-1.6.1,TCA+_N1,1,0.498,0,0.517,0,0.439,0,0.032,0
PROMISE,xalan-2.7,xerces-1.4.4,LR,1,0.745,0,0.534,0,0.849,0,0.136,0
PROMISE,xalan-2.7,xerces-1.4.4,TCA_NoN,1,0.645,0,0.581,0,0.748,0,0.151,0
PROMISE,xalan-2.7,xerces-1.4.4,TCA_N1,1,0.728,0,0.689,0,0.808,0,0.352,0
PROMISE,xalan-2.7,xerces-1.4.4,TCA_N2,1,0.707,0,0.656,0,0.795,0,0.292,0
PROMISE,xalan-2.7,xerces-1.4.4,TCA_N3,1,0.653,0,0.572,0,0.76,0,0.137,0
PROMISE,xalan-2.7,xerces-1.4.4,TCA_N4,1,0.684,0,0.616,0,0.78,0,0.22,0
PROMISE,xalan-2.7,xerces-1.4.4,TCA+_N2,1,0.707,0,0.656,0,0.795,0,0.292,0
PROMISE,xerces-1.4.4,xalan-2.7,LR,1,0.729,0,0.594,0,0.843,0,0.046,0
PROMISE,xerces-1.4.4,xalan-2.7,TCA_NoN,1,0.737,0,0.508,0,0.848,0,0.004,0
PROMISE,xerces-1.4.4,xalan-2.7,TCA_N1,1,0.584,0,0.79,0,0.733,0,0.128,0
PROMISE,xerces-1.4.4,xalan-2.7,TCA_N2,1,0.646,0,0.462,0,0.784,0,-0.018,0
PROMISE,xerces-1.4.4,xalan-2.7,TCA_N3,1,0.261,0,0.536,0,0.404,0,0.018,0
PROMISE,xerces-1.4.4,xalan-2.7,TCA_N4,1,0.685,0,0.392,0,0.813,0,-0.051,0
PROMISE,xerces-1.4.4,xalan-2.7,TCA+_N2,1,0.646,0,0.462,0,0.784,0,-0.018,0
AEEEM,EQ,LC,LR,1,0.75,0,0.666,0,0.294,0,0.218,0
AEEEM,EQ,LC,TCA_NoN,1,0.378,0,0.538,0,0.179,0,0.047,0
AEEEM,EQ,LC,TCA_N1,1,0.55,0,0.64,0,0.236,0,0.162,0
AEEEM,EQ,LC,TCA_N2,1,0.728,0,0.731,0,0.333,0,0.288,0
AEEEM,EQ,LC,TCA_N3,1,0.748,0,0.503,0,0.13,0,0.005,0
AEEEM,EQ,LC,TCA_N4,1,0.75,0,0.743,0,0.352,0,0.309,0
AEEEM,EQ,LC,TCA+_N2,1,0.728,0,0.731,0,0.333,0,0.288,0
AEEEM,LC,EQ,LR,1,0.731,0,0.705,0,0.63,0,0.427,0
AEEEM,LC,EQ,TCA_NoN,1,0.642,0,0.661,0,0.626,0,0.317,0
AEEEM,LC,EQ,TCA_N1,1,0.633,0,0.621,0,0.551,0,0.241,0
AEEEM,LC,EQ,TCA_N2,1,0.762,0,0.757,0,0.709,0,0.509,0
AEEEM,LC,EQ,TCA_N3,1,0.522,0,0.492,0,0.367,0,-0.016,0
AEEEM,LC,EQ,TCA_N4,1,0.744,0,0.718,0,0.647,0,0.454,0
AEEEM,LC,EQ,TCA+_N2,1,0.762,0,0.757,0,0.709,0,0.509,0
AEEEM,EQ,ML,LR,1,0.639,0,0.503,0,0.188,0,0.004,0
AEEEM,EQ,ML,TCA_NoN,1,0.352,0,0.572,0,0.261,0,0.111,0
AEEEM,EQ,ML,TCA_N1,1,0.297,0,0.481,0,0.215,0,-0.03,0
AEEEM,EQ,ML,TCA_N2,1,0.654,0,0.614,0,0.298,0,0.16,0
AEEEM,EQ,ML,TCA_N3,1,0.545,0,0.381,0,0.084,0,-0.167,0
AEEEM,EQ,ML,TCA_N4,1,0.648,0,0.584,0,0.271,0,0.12,0
AEEEM,EQ,ML,TCA+_N1,1,0.297,0,0.481,0,0.215,0,-0.03,0
AEEEM,ML,EQ,LR,1,0.667,0,0.613,0,0.455,0,0.27,0
AEEEM,ML,EQ,TCA_NoN,1,0.599,0,0.639,0,0.624,0,0.29,0
AEEEM,ML,EQ,TCA_N1,1,0.515,0,0.504,0,0.425,0,0.008,0
AEEEM,ML,EQ,TCA_N2,1,0.704,0,0.669,0,0.571,0,0.363,0
AEEEM,ML,EQ,TCA_N3,1,0.417,0,0.514,0,0.575,0,0.089,0
AEEEM,ML,EQ,TCA_N4,1,0.63,0,0.565,0,0.348,0,0.17,0
AEEEM,ML,EQ,TCA+_N1,1,0.515,0,0.504,0,0.425,0,0.008,0
AEEEM,EQ,JDT,LR,1,0.461,0,0.591,0,0.383,0,0.156,0
AEEEM,EQ,JDT,TCA_NoN,1,0.474,0,0.604,0,0.394,0,0.178,0
AEEEM,EQ,JDT,TCA_N1,1,0.569,0,0.631,0,0.414,0,0.213,0
AEEEM,EQ,JDT,TCA_N2,1,0.755,0,0.761,0,0.566,0,0.442,0
AEEEM,EQ,JDT,TCA_N3,1,0.625,0,0.432,0,0.101,0,-0.136,0
AEEEM,EQ,JDT,TCA_N4,1,0.751,0,0.736,0,0.541,0,0.404,0
AEEEM,EQ,JDT,TCA+_N1,1,0.569,0,0.631,0,0.414,0,0.213,0
AEEEM,JDT,EQ,LR,1,0.654,0,0.572,0,0.282,0,0.257,0
AEEEM,JDT,EQ,TCA_NoN,1,0.552,0,0.563,0,0.521,0,0.123,0
AEEEM,JDT,EQ,TCA_N1,1,0.657,0,0.7,0,0.678,0,0.415,0
AEEEM,JDT,EQ,TCA_N2,1,0.731,0,0.706,0,0.633,0,0.428,0
AEEEM,JDT,EQ,TCA_N3,1,0.454,0,0.393,0,0.119,0,-0.253,0
AEEEM,JDT,EQ,TCA_N4,1,0.728,0,0.692,0,0.6,0,0.418,0
AEEEM,JDT,EQ,TCA+_N1,1,0.657,0,0.7,0,0.678,0,0.415,0
AEEEM,EQ,PDE,LR,1,0.434,0,0.599,0,0.29,0,0.144,0
AEEEM,EQ,PDE,TCA_NoN,1,0.398,0,0.576,0,0.276,0,0.114,0
AEEEM,EQ,PDE,TCA_N1,1,0.374,0,0.576,0,0.276,0,0.118,0
AEEEM,EQ,PDE,TCA_N2,1,0.635,0,0.673,0,0.357,0,0.243,0
AEEEM,EQ,PDE,TCA_N3,1,0.675,0,0.443,0,0.093,0,-0.096,0
AEEEM,EQ,PDE,TCA_N4,1,0.666,0,0.682,0,0.37,0,0.258,0
AEEEM,EQ,PDE,TCA+_N2,1,0.635,0,0.673,0,0.357,0,0.243,0
AEEEM,PDE,EQ,LR,1,0.698,0,0.645,0,0.505,0,0.347,0
AEEEM,PDE,EQ,TCA_NoN,1,0.559,0,0.589,0,0.571,0,0.18,0
AEEEM,PDE,EQ,TCA_N1,1,0.59,0,0.582,0,0.513,0,0.161,0
AEEEM,PDE,EQ,TCA_N2,1,0.747,0,0.722,0,0.653,0,0.461,0
AEEEM,PDE,EQ,TCA_N3,1,0.398,0,0.5,0,0.57,0,0,0
AEEEM,PDE,EQ,TCA_N4,1,0.728,0,0.697,0,0.614,0,0.419,0
AEEEM,PDE,EQ,TCA+_N3,1,0.398,0,0.5,0,0.57,0,0,0
AEEEM,LC,ML,LR,1,0.383,0,0.486,0,0.21,0,-0.02,0
AEEEM,LC,ML,TCA_NoN,1,0.361,0,0.582,0,0.267,0,0.126,0
AEEEM,LC,ML,TCA_N1,1,0.759,0,0.648,0,0.353,0,0.235,0
AEEEM,LC,ML,TCA_N2,1,0.461,0,0.527,0,0.231,0,0.037,0
AEEEM,LC,ML,TCA_N3,1,0.422,0,0.392,0,0.138,0,-0.147,0
AEEEM,LC,ML,TCA_N4,1,0.663,0,0.593,0,0.28,0,0.133,0
AEEEM,LC,ML,TCA+_N1,1,0.759,0,0.648,0,0.353,0,0.235,0
AEEEM,ML,LC,LR,1,0.857,0,0.647,0,0.336,0,0.26,0
AEEEM,ML,LC,TCA_NoN,1,0.356,0,0.512,0,0.168,0,0.015,0
AEEEM,ML,LC,TCA_N1,1,0.641,0,0.613,0,0.23,0,0.135,0
AEEEM,ML,LC,TCA_N2,1,0.742,0,0.683,0,0.305,0,0.236,0
AEEEM,ML,LC,TCA_N3,1,0.098,0,0.503,0,0.17,0,0.024,0
AEEEM,ML,LC,TCA_N4,1,0.766,0,0.611,0,0.25,0,0.156,0
AEEEM,ML,LC,TCA+_N1,1,0.641,0,0.613,0,0.23,0,0.135,0
AEEEM,LC,JDT,LR,1,0.524,0,0.657,0,0.434,0,0.263,0
AEEEM,LC,JDT,TCA_NoN,1,0.607,0,0.571,0,0.349,0,0.117,0
AEEEM,LC,JDT,TCA_N1,1,0.63,0,0.663,0,0.445,0,0.264,0
AEEEM,LC,JDT,TCA_N2,1,0.648,0,0.708,0,0.488,0,0.337,0
AEEEM,LC,JDT,TCA_N3,1,0.663,0,0.622,0,0.404,0,0.207,0
AEEEM,LC,JDT,TCA_N4,1,0.763,0,0.754,0,0.563,0,0.436,0
AEEEM,LC,JDT,TCA+_N2,1,0.648,0,0.708,0,0.488,0,0.337,0
AEEEM,JDT,LC,LR,1,0.918,0,0.604,0,0.329,0,0.351,0
AEEEM,JDT,LC,TCA_NoN,1,0.391,0,0.503,0,0.163,0,0.004,0
AEEEM,JDT,LC,TCA_N1,1,0.757,0,0.712,0,0.333,0,0.276,0
AEEEM,JDT,LC,TCA_N2,1,0.755,0,0.746,0,0.357,0,0.315,0
AEEEM,JDT,LC,TCA_N3,1,0.726,0,0.506,0,0.137,0,0.008,0
AEEEM,JDT,LC,TCA_N4,1,0.75,0,0.736,0,0.347,0,0.301,0
AEEEM,JDT,LC,TCA+_N2,1,0.755,0,0.746,0,0.357,0,0.315,0
AEEEM,LC,PDE,LR,1,0.604,0,0.662,0,0.343,0,0.225,0
AEEEM,LC,PDE,TCA_NoN,1,0.669,0,0.561,0,0.257,0,0.092,0
AEEEM,LC,PDE,TCA_N1,1,0.575,0,0.591,0,0.287,0,0.126,0
AEEEM,LC,PDE,TCA_N2,1,0.66,0,0.674,0,0.363,0,0.247,0
AEEEM,LC,PDE,TCA_N3,1,0.798,0,0.552,0,0.225,0,0.11,0
AEEEM,LC,PDE,TCA_N4,1,0.697,0,0.662,0,0.361,0,0.238,0
AEEEM,LC,PDE,TCA+_N2,1,0.66,0,0.674,0,0.363,0,0.247,0
AEEEM,PDE,LC,LR,1,0.848,0,0.657,0,0.34,0,0.264,0
AEEEM,PDE,LC,TCA_NoN,1,0.436,0,0.535,0,0.177,0,0.041,0
AEEEM,PDE,LC,TCA_N1,1,0.719,0,0.6,0,0.23,0,0.13,0
AEEEM,PDE,LC,TCA_N2,1,0.612,0,0.709,0,0.283,0,0.244,0
AEEEM,PDE,LC,TCA_N3,1,0.11,0,0.496,0,0.168,0,-0.017,0
AEEEM,PDE,LC,TCA_N4,1,0.718,0,0.725,0,0.325,0,0.279,0
AEEEM,PDE,LC,TCA+_N3,1,0.11,0,0.496,0,0.168,0,-0.017,0
AEEEM,ML,JDT,LR,1,0.792,0,0.704,0,0.524,0,0.393,0
AEEEM,ML,JDT,TCA_NoN,1,0.506,0,0.627,0,0.411,0,0.214,0
AEEEM,ML,JDT,TCA_N1,1,0.731,0,0.577,0,0.327,0,0.159,0
